SERIALNO,SPORDER,PUMA,STATE,PWGTP,HISP,RAC1P
2023HU0462377,2,07511,6,30,7,8
2023HU0462377,3,07511,6,53,7,8
2023HU0462377,4,07511,6,47,7,8
2023HU0463563,1,07508,6,10,1,1
2023HU0463731,1,07507,6,29,1,2
2023HU0463731,2,07507,6,50,1,2
2023HU0463731,3,07507,6,37,1,2
2023HU0463731,4,07507,6,38,1,2
2023HU0463878,1,07507,6,15,1,2
2023HU0463878,2,07507,6,19,1,2
2023HU0464056,1,07514,6,43,1,6
2023HU0464056,2,07514,6,64,1,6
2023HU0464103,1,07511,6,11,1,8
2023HU0464103,2,07511,6,10,1,8
2023HU0464103,3,07511,6,11,1,8
2023HU0464268,1,07508,6,24,1,6
2023HU0464268,2,07508,6,28,1,6
2023HU0464268,3,07508,6,15,1,6
2023HU0464268,4,07508,6,13,1,6
2023HU0464398,1,07514,6,14,1,1
2023HU0464398,2,07514,6,15,1,1
2023HU0464398,3,07514,6,19,1,1
2023HU0464443,1,07514,6,54,1,1
2023HU0464999,1,07512,6,27,1,6
2023HU0464999,2,07512,6,33,1,6
2023HU0464999,3,07512,6,49,1,6
2023HU0464999,4,07512,6,28,1,6
2023HU0464999,5,07512,6,43,1,6
2023HU0464999,6,07512,6,36,1,6
2023HU0465150,1,07507,6,17,1,6
2023HU0465150,2,07507,6,14,1,6
2023HU0465150,3,07507,6,14,1,6
2023HU0465150,4,07507,6,14,1,6
2023HU0465150,5,07507,6,16,1,6
2023HU0465150,6,07507,6,10,1,6
2023HU0465150,7,07507,6,11,1,6
2023HU0465154,1,07510,6,19,19,8
2023HU0465647,1,07512,6,18,1,9
2023HU0465647,2,07512,6,19,1,9
2023HU0465855,1,07509,6,14,1,9
2023HU0465899,1,07508,6,9,1,1
2023HU0465940,1,07509,6,28,1,6
2023HU0465940,2,07509,6,21,1,1
2023HU0466270,1,07513,6,44,1,6
2023HU0466270,2,07513,6,33,1,6
2023HU0466270,3,07513,6,37,1,6
2023HU0466270,4,07513,6,36,1,6
2023HU0466270,5,07513,6,35,1,6
2023HU0466270,6,07513,6,41,1,6
2023HU0466270,7,07513,6,37,1,6
2023HU0466270,8,07513,6,37,1,6
2023HU0466588,1,07507,6,11,1,6
2023HU0466588,2,07507,6,11,1,6
2023HU0466588,3,07507,6,7,1,6
2023HU0466638,1,07509,6,16,2,9
2023HU0467850,1,07512,6,11,1,6
2023HU0467850,2,07512,6,8,1,6
2023HU0467850,3,07512,6,8,1,6
2023HU0467850,4,07512,6,11,1,6
2023HU0468086,1,07510,6,22,1,6
2023HU0468086,2,07510,6,21,1,6
2023HU0468382,1,07512,6,12,1,1
2023HU0468382,2,07512,6,10,1,1
2023HU0468382,3,07512,6,6,1,1
2023HU0468382,4,07512,6,10,1,1
2023HU0468382,5,07512,6,12,1,1
2023HU0468492,1,07508,6,18,1,1
2023HU0468492,2,07508,6,12,1,9
2023HU0468503,1,07511,6,29,1,1
2023HU0468601,1,07510,6,6,1,6
2023HU0468601,2,07510,6,6,1,6
2023HU0468601,3,07510,6,9,1,6
2023HU0468957,1,07507,6,17,1,1
2023HU0468957,2,07507,6,19,1,1
2023HU0468979,1,07514,6,9,1,1
2023HU0469486,1,07507,6,15,1,6
2023HU0470023,1,07511,6,19,1,1
2023HU0470150,1,07511,6,40,16,9
2023HU0470150,2,07511,6,37,1,1
2023HU0470150,3,07511,6,32,1,6
2023HU0470320,1,07508,6,13,1,1
2023HU0470320,2,07508,6,15,1,1
2023HU0470320,3,07508,6,18,1,1
2023HU0470320,4,07508,6,10,1,1
2023HU0470941,1,07510,6,29,1,1
2023HU0470941,2,07510,6,21,1,6
2023HU0470999,1,07509,6,12,1,1
2023HU0470999,2,07509,6,9,1,1
2023HU0470999,3,07509,6,8,1,1
2023HU0470999,4,07509,6,20,1,9
2023HU0471110,1,07509,6,17,1,1
2023HU0471251,1,07508,6,9,1,1
2023HU0471251,2,07508,6,8,1,1
2023HU0471387,1,07513,6,11,1,6
2023HU0471387,2,07513,6,14,1,6
2023HU0471387,3,07513,6,15,1,6
2023HU0471659,1,07511,6,16,1,1
2023HU0472232,1,07510,6,29,1,1
2023HU0472232,2,07510,6,32,1,6
2023HU0472940,1,07511,6,12,1,6
2023HU0472940,2,07511,6,15,1,6
2023HU0473089,1,07510,6,38,16,9
2023HU0473089,2,07510,6,32,1,9
2023HU0473089,3,07510,6,28,1,6
2023HU0473089,4,07510,6,28,1,6
2023HU0473089,5,07510,6,40,1,1
2023HU0473569,1,07513,6,13,1,6
2023HU0473569,2,07513,6,12,1,6
2023HU0473569,3,07513,6,13,1,6
2023HU0473569,4,07513,6,11,1,6
2023HU0473569,5,07513,6,10,1,1
2023HU0473569,6,07513,6,8,1,9
2023HU0474164,1,07511,6,8,1,9
2023HU0474609,1,07513,6,12,2,8
2023HU0474778,1,07513,6,13,1,1
2023HU0474778,2,07513,6,11,1,1
2023HU0474778,3,07513,6,8,1,1
2023HU0475415,1,07509,6,43,1,6
2023HU0475674,1,07508,6,10,1,1
2023HU0475911,1,07514,6,37,1,6
2023HU0476155,1,07514,6,15,1,1
2023HU0476155,2,07514,6,13,1,1
2023HU0476196,1,07510,6,81,1,6
2023HU0476965,1,07512,6,59,1,1
2023HU0476989,1,07512,6,14,1,6
2023HU0476989,2,07512,6,15,1,1
2023HU0477812,1,07509,6,14,1,1
2023HU0478320,1,07510,6,59,1,2
2023HU0478320,2,07510,6,53,1,2
2023HU0479080,1,07513,6,11,1,1
2023HU0479080,2,07513,6,11,1,1
2023HU0479571,1,07512,6,14,1,6
2023HU0479830,1,07514,6,13,1,1
2023HU0480546,1,07512,6,12,1,6
2023HU0480905,1,07511,6,10,1,1
2023HU0480995,1,07509,6,8,1,1
2023HU0481582,1,07509,6,11,1,1
2023HU0481582,2,07509,6,11,1,1
2023HU0482204,1,07508,6,14,1,9
2023HU0482204,2,07508,6,16,1,1
2023HU0482204,3,07508,6,16,1,9
2023HU0482204,4,07508,6,16,1,9
2023HU0482372,1,07513,6,7,1,2
2023HU0482823,1,07509,6,15,1,6
2023HU0482823,2,07509,6,11,1,6
2023HU0482856,1,07513,6,14,1,6
2023HU0482856,2,07513,6,19,1,6
2023HU0482856,3,07513,6,15,1,6
2023HU0482856,4,07513,6,15,1,6
2023HU0483149,1,07513,6,12,1,1
2023HU0483149,2,07513,6,13,1,1
2023HU0483149,3,07513,6,15,1,1
2023HU0483149,4,07513,6,8,1,1
2023HU0484041,1,07511,6,15,1,1
2023HU0484041,2,07511,6,10,1,1
2023HU0484041,3,07511,6,12,1,1
2023HU0484041,4,07511,6,13,1,1
2023HU0484041,5,07511,6,12,1,1
2023HU0484799,1,07511,6,8,1,6
2023HU0484799,2,07511,6,13,1,1
2023HU0485567,1,07514,6,9,1,6
2023HU0485567,2,07514,6,19,1,1
2023HU0485722,1,07512,6,14,1,1
2023HU0485722,2,07512,6,11,1,1
2023HU0485722,3,07512,6,14,1,1
2023HU0485946,1,07514,6,15,24,1
2023HU0486204,1,07514,6,32,1,1
2023HU0487170,1,07510,6,18,1,6
2023HU0487170,2,07510,6,25,1,1
2023HU0487624,1,07507,6,10,1,6
2023HU0487624,2,07507,6,8,1,6
2023HU0488061,1,07513,6,15,1,6
2023HU0488061,2,07513,6,12,1,6
2023HU0488147,1,07510,6,20,1,1
2023HU0488590,1,07511,6,28,1,6
2023HU0488590,2,07511,6,11,1,6
2023HU0489478,1,07510,6,19,1,1
2023HU0489478,2,07510,6,17,1,6
2023HU0490182,1,07514,6,20,1,1
2023HU0490311,1,07512,6,42,1,6
2023HU0490311,2,07512,6,44,1,6
2023HU0490472,1,07510,6,30,1,8
2023HU0491116,1,07509,6,37,2,8
2023HU0491466,1,07507,6,14,1,6
2023HU0491466,2,07507,6,12,1,6
2023HU0491466,3,07507,6,12,1,6
2023HU0491466,4,07507,6,13,1,6
2023HU0492160,1,07509,6,28,1,1
2023HU0492298,1,07508,6,12,1,1
2023HU0492298,2,07508,6,12,1,1
2023HU0492559,1,07507,6,12,2,8
2023HU0492648,1,07507,6,19,1,6
2023HU0492648,2,07507,6,16,1,6
2023HU0492648,3,07507,6,12,1,6
2023HU0492648,4,07507,6,11,1,6
2023HU0492648,5,07507,6,16,1,6
2023HU0493207,1,07513,6,8,1,1
2023HU0493207,2,07513,6,11,1,1
2023HU0493293,1,07508,6,13,1,1
2023HU0493765,1,07507,6,13,1,6
2023HU0494125,1,07511,6,9,1,2
2023HU0494125,2,07511,6,16,2,8
2023HU0494125,3,07511,6,8,1,6
2023HU0495177,1,07509,6,12,1,1
2023HU0495913,1,07514,6,27,1,6
2023HU0495913,2,07514,6,22,1,1
2023HU0496283,1,07507,6,14,1,1
2023HU0496283,2,07507,6,11,1,1
2023HU0496283,3,07507,6,11,1,1
2023HU0496616,1,07513,6,15,1,1
2023HU0496616,2,07513,6,12,1,1
2023HU0496659,1,07512,6,12,1,6
2023HU0496821,1,07514,6,76,1,2
2023HU0496857,1,07508,6,30,2,8
2023HU0496857,2,07508,6,46,2,1
2023HU0496867,1,07511,6,16,1,1
2023HU0496867,2,07511,6,11,1,1
2023HU0497335,1,07513,6,32,9,3
2023HU0497335,2,07513,6,17,9,3
2023HU0497335,3,07513,6,26,9,3
2023HU0497335,4,07513,6,25,9,3
2023HU0497474,1,07508,6,13,1,1
2023HU0497474,2,07508,6,13,1,1
2023HU0497520,1,07514,6,16,1,1
2023HU0497520,2,07514,6,19,1,9
2023HU0497642,1,07513,6,10,1,6
2023HU0497877,1,07513,6,11,1,6
2023HU0497877,2,07513,6,7,1,6
2023HU0497877,3,07513,6,8,1,6
2023HU0497877,4,07513,6,10,1,6
2023HU0498185,1,07508,6,37,1,6
2023HU0498471,1,07509,6,7,1,1
2023HU0498471,2,07509,6,8,1,1
2023HU0498673,1,07510,6,33,1,1
2023HU0498820,1,07509,6,10,1,6
2023HU0498820,2,07509,6,12,1,6
2023HU0498820,3,07509,6,14,1,6
2023HU0498884,1,07511,6,8,1,1
2023HU0498884,2,07511,6,11,1,1
2023HU0498884,3,07511,6,16,1,1
2023HU0498884,4,07511,6,16,1,1
2023HU0498884,5,07511,6,11,1,1
2023HU0499378,1,07507,6,11,1,6
2023HU0499378,2,07507,6,9,1,6
2023HU0499933,1,07511,6,18,1,6
2023HU0500123,1,07510,6,25,1,6
2023HU0500597,1,07510,6,34,1,6
2023HU0500597,2,07510,6,27,1,6
2023HU0500865,1,07508,6,6,2,9
2023HU0500865,2,07508,6,8,1,9
2023HU0500865,3,07508,6,6,2,9
2023HU0501258,1,07510,6,10,1,1
2023HU0501258,2,07510,6,16,2,1
2023HU0501258,3,07510,6,14,1,1
2023HU0501258,4,07510,6,14,1,1
2023HU0501648,1,07512,6,12,1,6
2023HU0502269,1,07511,6,13,1,6
2023HU0503000,1,07513,6,55,1,1
2023HU0503000,2,07513,6,63,1,6
2023HU0503000,3,07513,6,62,1,6
2023HU0503000,4,07513,6,63,1,6
2023HU0503077,1,07512,6,16,1,1
2023HU0503077,2,07512,6,23,1,1
2023HU0503077,3,07512,6,23,1,1
2023HU0503171,1,07514,6,14,1,1
2023HU0503220,1,07507,6,11,2,8
2023HU0503220,2,07507,6,14,2,8
2023HU0503305,1,07511,6,12,1,1
2023HU0503305,2,07511,6,17,4,9
2023HU0504821,1,07509,6,8,1,1
2023HU0504821,2,07509,6,8,1,1
2023HU0504821,3,07509,6,6,1,1
2023HU0504928,1,07509,6,15,1,1
2023HU0505298,1,07512,6,16,1,6
2023HU0505298,2,07512,6,18,1,6
2023HU0506005,1,07508,6,13,1,6
2023HU0506005,2,07508,6,19,1,6
2023HU0506005,3,07508,6,14,1,6
2023HU0506683,1,07512,6,15,1,1
2023HU0506969,1,07513,6,18,1,6
2023HU0506969,2,07513,6,19,1,6
2023HU0507015,1,07512,6,23,4,9
2023HU0508684,1,07509,6,28,1,6
2023HU0508928,1,07514,6,25,1,1
2023HU0509683,1,07511,6,11,1,2
2023HU0509683,2,07511,6,11,1,1
2023HU0509692,1,07512,6,19,2,1
2023HU0509765,1,07509,6,6,1,1
2023HU0509941,1,07509,6,22,1,1
2023HU0510941,1,07511,6,15,1,1
2023HU0510941,2,07511,6,14,1,1
2023HU0510941,3,07511,6,12,1,1
2023HU0510941,4,07511,6,13,1,1
2023HU0511267,1,07507,6,28,1,6
2023HU0511267,2,07507,6,45,1,6
2023HU0511267,3,07507,6,40,1,6
2023HU0511267,4,07507,6,27,1,6
2023HU0511267,5,07507,6,29,1,6
2023HU0511580,1,07507,6,12,1,2
2023HU0511580,2,07507,6,9,1,2
2023HU0511580,3,07507,6,15,1,2
2023HU0511628,1,07514,6,65,1,1
2023HU0511710,1,07507,6,20,1,2
2023HU0511779,1,07507,6,13,1,6
2023HU0511779,2,07507,6,14,1,6
2023HU0512338,1,07508,6,51,1,1
2023HU0512338,2,07508,6,52,1,6
2023HU0512338,3,07508,6,30,1,6
2023HU0513543,1,07514,6,14,1,2
2023HU0515089,1,07514,6,8,7,8
2023HU0515089,2,07514,6,13,9,8
2023HU0515143,1,07508,6,16,1,1
2023HU0515143,2,07508,6,15,1,1
2023HU0516120,1,07514,6,15,1,1
2023HU0516654,1,07512,6,10,1,6
2023HU0516654,2,07512,6,12,1,6
2023HU0516654,3,07512,6,11,1,6
2023HU0516654,4,07512,6,11,1,6
2023HU0516698,1,07514,6,39,1,6
2023HU0516902,1,07511,6,13,1,6
2023HU0516902,2,07511,6,13,1,6
2023HU0517210,1,07511,6,35,3,9
2023HU0517210,2,07511,6,18,1,6
2023HU0517768,1,07513,6,9,1,3
2023HU0517768,2,07513,6,10,1,1
2023HU0517768,3,07513,6,11,1,1
2023HU0517841,1,07512,6,19,24,9
2023HU0517841,2,07512,6,13,1,1
2023HU0517841,3,07512,6,13,1,1
2023HU0517841,4,07512,6,12,1,1
2023HU0518524,1,07509,6,39,1,6
2023HU0518524,2,07509,6,36,1,6
2023HU0518524,3,07509,6,38,1,6
2023HU0518524,4,07509,6,37,1,6
2023HU0518925,1,07512,6,23,2,9
2023HU0519166,1,07514,6,9,1,1
2023HU0519166,2,07514,6,5,13,1
2023HU0519169,1,07514,6,15,1,6
2023HU0519169,2,07514,6,13,1,1
2023HU0519322,1,07511,6,12,1,1
2023HU0519322,2,07511,6,9,1,1
2023HU0519322,3,07511,6,4,1,1
2023HU0519409,1,07509,6,18,1,6
2023HU0519428,1,07508,6,13,1,6
2023HU0519446,1,07514,6,30,1,1
2023HU0519490,1,07509,6,15,1,1
2023HU0519490,2,07509,6,18,1,6
2023HU0520178,1,07512,6,11,1,1
2023HU0520178,2,07512,6,11,1,6
2023HU0520178,3,07512,6,12,1,9
2023HU0520178,4,07512,6,12,1,9
2023HU0520458,1,07511,6,8,1,6
2023HU0520458,2,07511,6,9,1,6
2023HU0520552,1,07509,6,32,1,1
2023HU0520654,1,07507,6,12,1,6
2023HU0520654,2,07507,6,11,1,6
2023HU0521290,1,07508,6,28,1,1
2023HU0521441,1,07511,6,36,1,6
2023HU0521441,2,07511,6,26,1,6
2023HU0521441,3,07511,6,25,1,6
2023HU0521441,4,07511,6,19,1,6
2023HU0521441,5,07511,6,47,1,6
2023HU0521441,6,07511,6,23,1,6
2023HU0521734,1,07507,6,21,11,8
2023HU0521734,2,07507,6,18,11,8
2023HU0522084,1,07513,6,22,1,1
2023HU0522084,2,07513,6,18,1,1
2023HU0522218,1,07508,6,17,1,6
2023HU0522218,2,07508,6,17,1,6
2023HU0523006,1,07511,6,10,1,6
2023HU0523006,2,07511,6,12,1,1
2023HU0523006,3,07511,6,12,1,9
2023HU0523006,4,07511,6,12,1,9
2023HU0525060,1,07513,6,16,1,1
2023HU0525060,2,07513,6,21,1,1
2023HU0525060,3,07513,6,17,1,1
2023HU0525165,1,07513,6,19,1,1
2023HU0525165,2,07513,6,20,1,1
2023HU0525165,3,07513,6,12,1,2
2023HU0525165,4,07513,6,11,1,2
2023HU0525165,5,07513,6,13,1,2
2023HU0525662,1,07511,6,41,1,1
2023HU0525662,2,07511,6,52,23,9
2023HU0525662,3,07511,6,52,16,9
2023HU0525662,4,07511,6,52,23,9
2023HU0526660,1,07507,6,17,1,6
2023HU0526660,2,07507,6,15,1,6
2023HU0526660,3,07507,6,10,1,6
2023HU0526814,1,07514,6,14,1,1
2023HU0526814,2,07514,6,14,1,1
2023HU0527633,1,07512,6,11,1,6
2023HU0527633,2,07512,6,10,1,6
2023HU0527633,3,07512,6,9,1,6
2023HU0528198,1,07508,6,15,1,9
2023HU0528198,2,07508,6,10,1,9
2023HU0528770,1,07509,6,22,1,1
2023HU0529075,1,07510,6,17,1,6
2023HU0529075,2,07510,6,19,1,2
2023HU0529153,1,07514,6,23,1,2
2023HU0529153,2,07514,6,17,1,2
2023HU0529869,1,07511,6,12,1,1
2023HU0529905,1,07509,6,13,1,1
2023HU0530149,1,07507,6,13,1,1
2023HU0530149,2,07507,6,12,2,8
2023HU0530963,1,07509,6,25,1,8
2023HU0531298,1,07507,6,14,1,6
2023HU0531298,2,07507,6,12,1,6
2023HU0531298,3,07507,6,12,1,6
2023HU0531846,1,07509,6,18,1,1
2023HU0532170,1,07511,6,27,2,3
2023HU0532170,2,07511,6,11,2,3
2023HU0532182,1,07509,6,49,1,6
2023HU0532182,2,07509,6,41,1,6
2023HU0532308,1,07512,6,13,1,6
2023HU0532308,2,07512,6,10,1,6
2023HU0532308,3,07512,6,13,1,6
2023HU0532880,1,07511,6,12,1,9
2023HU0533068,1,07509,6,24,1,6
2023HU0533068,2,07509,6,46,1,6
2023HU0533068,3,07509,6,32,1,6
2023HU0533641,1,07510,6,70,1,1
2023HU0533641,2,07510,6,76,1,1
2023HU0533641,3,07510,6,69,1,1
2023HU0534079,1,07512,6,13,1,6
2023HU0534079,2,07512,6,14,1,6
2023HU0534168,1,07512,6,19,1,6
2023HU0534216,1,07509,6,17,21,9
2023HU0534216,2,07509,6,23,11,9
2023HU0534251,1,07509,6,26,1,6
2023HU0534419,1,07512,6,18,1,1
2023HU0534725,1,07509,6,39,1,6
2023HU0534964,1,07510,6,63,1,6
2023HU0534964,2,07510,6,52,1,6
2023HU0534999,1,07511,6,9,1,1
2023HU0534999,2,07511,6,13,1,1
2023HU0534999,3,07511,6,11,1,1
2023HU0535285,1,07511,6,16,1,6
2023HU0535297,1,07507,6,11,1,1
2023HU0535297,2,07507,6,10,1,1
2023HU0535297,3,07507,6,10,2,9
2023HU0535418,1,07514,6,67,1,1
2023HU0535418,2,07514,6,71,1,1
2023HU0535418,3,07514,6,86,1,1
2023HU0535418,4,07514,6,101,1,1
2023HU0535418,5,07514,6,101,1,1
2023HU0536047,1,07507,6,16,1,1
2023HU0536047,2,07507,6,17,15,9
2023HU0536047,3,07507,6,12,1,9
2023HU0536047,4,07507,6,12,1,9
2023HU0536989,1,07512,6,17,1,1
2023HU0536989,2,07512,6,11,1,6
2023HU0536989,3,07512,6,14,1,1
2023HU0537001,1,07514,6,10,1,1
2023HU0537984,1,07509,6,28,2,8
2023HU0537984,2,07509,6,35,1,1
2023HU0538212,1,07511,6,8,1,1
2023HU0538212,2,07511,6,10,1,1
2023HU0538250,1,07513,6,14,1,6
2023HU0538435,1,07514,6,14,1,1
2023HU0538435,2,07514,6,14,1,1
2023HU0538753,1,07507,6,47,1,6
2023HU0538753,2,07507,6,39,1,6
2023HU0538753,3,07507,6,40,1,6
2023HU0538753,4,07507,6,51,1,6
2023HU0538753,5,07507,6,29,1,6
2023HU0538753,6,07507,6,27,1,6
2023HU0538924,1,07507,6,34,1,6
2023HU0538924,2,07507,6,34,1,6
2023HU0538924,3,07507,6,36,1,6
2023HU0538924,4,07507,6,27,1,6
2023HU0539168,1,07507,6,15,1,6
2023HU0539168,2,07507,6,13,1,6
2023HU0539168,3,07507,6,13,1,6
2023HU0539168,4,07507,6,17,1,6
2023HU0539647,1,07508,6,10,1,6
2023HU0540019,1,07509,6,18,1,1
2023HU0540019,2,07509,6,15,1,1
2023HU0540445,1,07511,6,16,1,1
2023HU0540445,2,07511,6,14,1,1
2023HU0540445,3,07511,6,14,1,1
2023HU0540445,4,07511,6,15,1,1
2023HU0541220,1,07509,6,19,24,9
2023HU0541486,1,07512,6,13,1,1
2023HU0541486,2,07512,6,9,1,1
2023HU0541777,1,07510,6,28,1,1
2023HU0541777,2,07510,6,26,1,1
2023HU0541928,1,07514,6,13,2,9
2023HU0542142,1,07512,6,15,1,1
2023HU0542142,2,07512,6,15,1,6
2023HU0542341,1,07509,6,14,1,6
2023HU0542380,1,07512,6,14,1,6
2023HU0542380,2,07512,6,14,1,6
2023HU0542380,3,07512,6,7,1,6
2023HU0542380,4,07512,6,9,1,6
2023HU0542438,1,07513,6,8,1,1
2023HU0542438,2,07513,6,7,1,9
2023HU0542438,3,07513,6,6,1,9
2023HU0542438,4,07513,6,6,1,9
2023HU0542477,1,07508,6,22,1,6
2023HU0542477,2,07508,6,25,1,6
2023HU0542477,3,07508,6,23,1,6
2023HU0542477,4,07508,6,23,1,6
2023HU0542595,1,07511,6,16,1,1
2023HU0542595,2,07511,6,13,1,1
2023HU0542595,3,07511,6,11,1,6
2023HU0543243,1,07513,6,14,5,8
2023HU0543243,2,07513,6,14,5,8
2023HU0543243,3,07513,6,15,5,8
2023HU0543243,4,07513,6,6,5,8
2023HU0543243,5,07513,6,11,2,8
2023HU0543243,6,07513,6,13,2,8
2023HU0543493,1,07511,6,13,1,9
2023HU0543951,1,07514,6,14,1,1
2023HU0543951,2,07514,6,11,1,1
2023HU0544321,1,07509,6,24,1,6
2023HU0544670,1,07507,6,12,1,2
2023HU0544670,2,07507,6,13,1,2
2023HU0544721,1,07511,6,14,1,1
2023HU0544721,2,07511,6,14,1,1
2023HU0545043,1,07511,6,11,2,6
2023HU0545043,2,07511,6,11,20,1
2023HU0545308,1,07509,6,20,1,6
2023HU0545308,2,07509,6,7,1,1
2023HU0545308,3,07509,6,8,1,1
2023HU0545308,4,07509,6,7,1,1
2023HU0545559,1,07512,6,17,1,1
2023HU0545676,1,07513,6,8,1,9
2023HU0545676,2,07513,6,11,1,9
2023HU0545701,1,07514,6,21,2,1
2023HU0545821,1,07514,6,19,1,1
2023HU0545821,2,07514,6,23,1,6
2023HU0546054,1,07510,6,19,1,1
2023HU0546054,2,07510,6,22,1,1
2023HU0546054,3,07510,6,21,1,1
2023HU0546136,1,07514,6,11,1,6
2023HU0546165,1,07509,6,22,24,9
2023HU0546363,1,07509,6,13,1,1
2023HU0546363,2,07509,6,18,1,1
2023HU0546658,1,07509,6,12,1,1
2023HU0546658,2,07509,6,15,2,8
2023HU0547826,1,07512,6,18,1,1
2023HU0547826,2,07512,6,18,1,1
2023HU0547826,3,07512,6,18,1,1
2023HU0547826,4,07512,6,17,1,1
2023HU0548186,1,07511,6,15,1,1
2023HU0548186,2,07511,6,9,1,1
2023HU0549008,1,07508,6,19,1,6
2023HU0549008,2,07508,6,18,1,6
2023HU0549227,1,07512,6,10,1,6
2023HU0549686,1,07514,6,28,1,1
2023HU0549922,1,07510,6,29,1,6
2023HU0549922,2,07510,6,29,1,6
2023HU0550314,1,07508,6,18,1,1
2023HU0550314,2,07508,6,16,1,1
2023HU0550862,1,07510,6,56,1,1
2023HU0550862,2,07510,6,71,1,1
2023HU0552206,1,07511,6,15,1,6
2023HU0552206,2,07511,6,12,1,6
2023HU0552206,3,07511,6,12,1,6
2023HU0552340,1,07509,6,6,1,1
2023HU0552415,1,07514,6,12,4,9
2023HU0553078,1,07511,6,8,1,6
2023HU0553078,2,07511,6,6,1,6
2023HU0553520,1,07511,6,43,2,1
2023HU0554022,1,07512,6,10,2,8
2023HU0554068,1,07507,6,44,1,1
2023HU0554068,2,07507,6,44,2,9
2023HU0554068,3,07507,6,27,2,9
2023HU0554734,1,07509,6,34,1,1
2023HU0554734,2,07509,6,29,1,1
2023HU0555512,1,07512,6,17,1,6
2023HU0556247,1,07513,6,18,2,8
2023HU0556247,2,07513,6,11,8,8
2023HU0556247,3,07513,6,17,8,8
2023HU0557083,1,07512,6,12,1,6
2023HU0557903,1,07510,6,54,1,1
2023HU0558494,1,07513,6,17,1,1
2023HU0558494,2,07513,6,11,1,1
2023HU0558729,1,07508,6,12,1,6
2023HU0558729,2,07508,6,12,1,6
2023HU0558729,3,07508,6,8,1,6
2023HU0558729,4,07508,6,10,1,6
2023HU0558729,5,07508,6,16,1,6
2023HU0558885,1,07511,6,14,1,1
2023HU0559110,1,07510,6,61,1,1
2023HU0559463,1,07513,6,19,1,6
2023HU0559463,2,07513,6,21,1,6
2023HU0559636,1,07510,6,42,1,6
2023HU0559636,2,07510,6,40,1,6
2023HU0560912,1,07512,6,12,1,6
2023HU0560912,2,07512,6,16,1,6
2023HU0560912,3,07512,6,12,1,6
2023HU0560912,4,07512,6,14,1,6
2023HU0560913,1,07511,6,21,2,3
2023HU0561109,1,07513,6,11,1,5
2023HU0561109,2,07513,6,16,1,1
2023HU0561545,1,07512,6,10,1,6
2023HU0561588,1,07512,6,18,1,6
2023HU0561588,2,07512,6,16,1,6
2023HU0562103,1,07508,6,23,1,1
2023HU0562103,2,07508,6,22,1,1
2023HU0562103,3,07508,6,21,1,1
2023HU0562103,4,07508,6,28,1,1
2023HU0562523,1,07511,6,39,1,1
2023HU0562523,2,07511,6,35,1,1
2023HU0562854,1,07510,6,11,1,2
2023HU0562854,2,07510,6,8,1,2
2023HU0562854,3,07510,6,15,1,2
2023HU0563408,1,07508,6,20,1,6
2023HU0563820,1,07511,6,12,19,9
2023HU0563820,2,07511,6,10,1,9
2023HU0563820,3,07511,6,15,19,9
2023HU0563820,4,07511,6,10,19,9
2023HU0563895,1,07510,6,18,1,6
2023HU0563970,1,07508,6,27,2,9
2023HU0564030,1,07511,6,15,1,1
2023HU0564030,2,07511,6,13,1,6
2023HU0564030,3,07511,6,13,1,6
2023HU0564030,4,07511,6,9,1,6
2023HU0564560,1,07512,6,17,1,1
2023HU0564560,2,07512,6,16,1,6
2023HU0564648,1,07511,6,11,1,1
2023HU0564648,2,07511,6,7,2,3
2023HU0565279,1,07511,6,14,1,1
2023HU0565279,2,07511,6,12,1,1
2023HU0565640,1,07512,6,9,1,1
2023HU0565640,2,07512,6,10,2,9
2023HU0565640,3,07512,6,28,2,9
2023HU0567003,1,07509,6,26,1,1
2023HU0567193,1,07509,6,8,1,6
2023HU0567193,2,07509,6,8,1,6
2023HU0567418,1,07507,6,7,1,1
2023HU0568270,1,07507,6,44,1,6
2023HU0568270,2,07507,6,42,1,6
2023HU0568270,3,07507,6,36,1,6
2023HU0568270,4,07507,6,56,1,6
2023HU0568270,5,07507,6,31,1,6
2023HU0568750,1,07512,6,23,1,1
2023HU0568750,2,07512,6,23,1,1
2023HU0568750,3,07512,6,22,1,1
2023HU0568788,1,07514,6,20,1,1
2023HU0569965,1,07514,6,16,1,1
2023HU0569965,2,07514,6,16,1,9
2023HU0570384,1,07509,6,14,1,6
2023HU0570384,2,07509,6,13,1,6
2023HU0570384,3,07509,6,20,1,6
2023HU0570384,4,07509,6,20,1,6
2023HU0570384,5,07509,6,9,1,6
2023HU0571041,1,07514,6,51,1,6
2023HU0571459,1,07511,6,11,1,1
2023HU0572091,1,07512,6,23,1,1
2023HU0572750,1,07513,6,51,1,6
2023HU0572750,2,07513,6,50,1,6
2023HU0572750,3,07513,6,48,1,6
2023HU0572750,4,07513,6,48,1,6
2023HU0572750,5,07513,6,46,1,6
2023HU0572750,6,07513,6,46,1,6
2023HU0572752,1,07514,6,54,23,9
2023HU0572849,1,07508,6,18,2,9
2023HU0572849,2,07508,6,13,1,1
2023HU0572849,3,07508,6,33,2,9
2023HU0572849,4,07508,6,19,2,9
2023HU0573798,1,07514,6,14,1,1
2023HU0573798,2,07514,6,15,19,9
